alias_name,standard_name
SWup_Avg,SWin_1_Avg
Rnet_Avg,RnetUC_1_Avg
Rnet_corr_Avg,Rnet_1_Avg
PAR_Avg,PAR_1_Avg
Tair_1_Avg,Tair_1_Avg
RH_1_Avg,RH_1_Avg
Tair_2_Avg,Tair_2_Avg
RH_2_Avg,RH_2_Avg
WindSpeed,WS_1_Avg
WindSpeed_rs,WSrs_1_Avg
WindDir,WDrs_1_Avg
WindDir_sd,WD_1_StdCS
WD_uv,WDuv_1_Avg
SoilMoisture_1_Avg,SM_1_Avg
Rainfall_Tot,RF_1_Tot
