standard_name,alias,interval_seconds,program
"SHF_1_Avg","SHF_Avg",300,"HI Mesonet_0541_v02p3-0.CR1X;HI Mesonet_0201_v02.CR1X;HI Mesonet_0521_v02p2.CR1X;HI Mesonet_0521_v02p1.CR1X;HI Mesonet_0506_v02p3-0.CR1X;HI Mesonet_0506_v02p3.CR1X;HI Mesonet_universal_v02p3.CR1X;HI Mesonet_universal_v02p2.CR1X;HI Mesonet_universal_v02p1.CR1X;HI Mesonet_universal_v02.CR1X"
"SHFsrf_1_Avg","SHFsrf_Avg",300,"HI Mesonet_0541_v02p3-0.CR1X;HI Mesonet_0201_v02.CR1X;HI Mesonet_0521_v02p2.CR1X;HI Mesonet_0521_v02p1.CR1X;HI Mesonet_0521_v01.2.CR1X;HI Mesonet_0521_v01.1.CR1X;HI Mesonet_0506_v02p3-0.CR1X;HI Mesonet_0506_v02p3.CR1X;S141_v13.CR3;S141_v13p1.CR3;S141_v13p2.CR3;S141_v13p4.CR3;S151_v13.CR3;HI Mesonet_HIPPNET Universal_v01s281.cr3;HI Mesonet_HIPPNET Universal_v01s282.cr3;HI Mesonet_HIPPNET Universal_v01s283.cr3;HI Mesonet_HIPPNET Universal_v01s286.cr3;HI Mesonet_HIPPNET Universal_v01s287.cr3;HI Mesonet_HIPPNET Universal_v01s288.cr3;HI Mesonet_HIPPNET Universal_v01s288p1.cr3;HI Mesonet_universal_v02p3.CR1X;HI Mesonet_universal_v02p2.CR1X;HI Mesonet_universal_v02p1.CR1X;HI Mesonet_universal_v02.CR1X;HI Mesonet_universal_v01.2.CR1X;HI Mesonet_universal_v01.1.CR1X;HI Mesonet_universal_v01.CR1X;HI Mesonet_universal_CR3000_v03.CR3;HI Mesonet_universal_CR3000_v02p2.CR3;HI Mesonet_universal_CR3000_v02p1.CR3;HI Mesonet_universal_CR3000_v02.CR3;HI Mesonet_universal_CR3000_v01p0.CR3;HI Mesonet_universal_CR3000_v01.CR3"
"SM_1_Avg","SM_1_Avg",300,"HI Mesonet_0541_v02p3-0.CR1X;HI Mesonet_0201_v02.CR1X;HI Mesonet_0521_v02p2.CR1X;HI Mesonet_0521_v02p1.CR1X;HI Mesonet_0506_v02p3-0.CR1X;HI Mesonet_0506_v02p3.CR1X;HI Mesonet_HIPPNET Universal_v01s281.cr3;HI Mesonet_HIPPNET Universal_v01s282.cr3;HI Mesonet_HIPPNET Universal_v01s283.cr3;HI Mesonet_HIPPNET Universal_v01s286.cr3;HI Mesonet_HIPPNET Universal_v01s287.cr3;HI Mesonet_HIPPNET Universal_v01s288.cr3;HI Mesonet_HIPPNET Universal_v01s288p1.cr3;HI Mesonet_0145_v02p1.CR300;HI Mesonet_0145_v02.CR300;HI Mesonet_NuuanuNet_v02.CR300;HI Mesonet_universal_v02p3.CR1X;HI Mesonet_universal_v02p2.CR1X;HI Mesonet_universal_v02p1.CR1X;HI Mesonet_universal_v02.CR1X;HI Mesonet_universal_CR3000_v03.CR3;HI Mesonet_universal_CR3000_v02p2.CR3;HI Mesonet_universal_CR3000_v02p1.CR3;HI Mesonet_universal_CR3000_v02.CR3"
"SM_2_Avg","SM_2_Avg",300,"HI Mesonet_0541_v02p3-0.CR1X;HI Mesonet_0201_v02.CR1X;HI Mesonet_0506_v02p3-0.CR1X;HI Mesonet_0506_v02p3.CR1X;HI Mesonet_HIPPNET Universal_v01s281.cr3;HI Mesonet_HIPPNET Universal_v01s282.cr3;HI Mesonet_HIPPNET Universal_v01s283.cr3;HI Mesonet_HIPPNET Universal_v01s286.cr3;HI Mesonet_HIPPNET Universal_v01s287.cr3;HI Mesonet_HIPPNET Universal_v01s288.cr3;HI Mesonet_HIPPNET Universal_v01s288p1.cr3;HI Mesonet_universal_v02p3.CR1X;HI Mesonet_universal_v02p2.CR1X;HI Mesonet_universal_v02p1.CR1X;HI Mesonet_universal_v02.CR1X;HI Mesonet_universal_CR3000_v03.CR3;HI Mesonet_universal_CR3000_v02p2.CR3;HI Mesonet_universal_CR3000_v02p1.CR3;HI Mesonet_universal_CR3000_v02.CR3"
"SM_3_Avg","SM_3_Avg",300,"HI Mesonet_0541_v02p3-0.CR1X;HI Mesonet_0201_v02.CR1X;HI Mesonet_0506_v02p3-0.CR1X;HI Mesonet_0506_v02p3.CR1X;HI Mesonet_HIPPNET Universal_v01s281.cr3;HI Mesonet_HIPPNET Universal_v01s282.cr3;HI Mesonet_HIPPNET Universal_v01s283.cr3;HI Mesonet_HIPPNET Universal_v01s286.cr3;HI Mesonet_HIPPNET Universal_v01s287.cr3;HI Mesonet_HIPPNET Universal_v01s288.cr3;HI Mesonet_HIPPNET Universal_v01s288p1.cr3;HI Mesonet_universal_v02p3.CR1X;HI Mesonet_universal_v02p2.CR1X;HI Mesonet_universal_v02p1.CR1X;HI Mesonet_universal_v02.CR1X;HI Mesonet_universal_CR3000_v03.CR3;HI Mesonet_universal_CR3000_v02p2.CR3;HI Mesonet_universal_CR3000_v02p1.CR3;HI Mesonet_universal_CR3000_v02.CR3"
"Tsoil_2","Tsoil_2",300,"HI Mesonet_0541_v02p3-0.CR1X;HI Mesonet_0201_v02.CR1X;HI Mesonet_0521_v02p2.CR1X;HI Mesonet_0521_v02p1.CR1X;HI Mesonet_universal_v02p3.CR1X;HI Mesonet_universal_v02p2.CR1X;HI Mesonet_universal_v02p1.CR1X;HI Mesonet_universal_v02.CR1X"
"Tsoil_3","Tsoil_3",300,"HI Mesonet_0541_v02p3-0.CR1X;HI Mesonet_0201_v02.CR1X;HI Mesonet_universal_v02p3.CR1X;HI Mesonet_universal_v02p2.CR1X;HI Mesonet_universal_v02p1.CR1X;HI Mesonet_universal_v02.CR1X"
"Tsoil_4","Tsoil_4",300,"HI Mesonet_0541_v02p3-0.CR1X;HI Mesonet_0201_v02.CR1X;HI Mesonet_universal_v02p3.CR1X;HI Mesonet_universal_v02p2.CR1X;HI Mesonet_universal_v02p1.CR1X;HI Mesonet_universal_v02.CR1X"
"RF_1_Tot300s","RF_Tot",300,"HI Mesonet_0541_v02p3-0.CR1X;HI Mesonet_0521_v02p2.CR1X;HI Mesonet_0521_v02p1.CR1X;HI Mesonet_0521_v01.2.CR1X;HI Mesonet_0521_v01.1.CR1X;HI Mesonet_0506_v02p3-0.CR1X;HI Mesonet_0506_v02p3.CR1X;S141_v13.CR3;S141_v13p1.CR3;S141_v13p2.CR3;S141_v13p4.CR3;S151_v13.CR3;HI Mesonet_HIPPNET Universal_v01s281.cr3;HI Mesonet_HIPPNET Universal_v01s282.cr3;HI Mesonet_HIPPNET Universal_v01s283.cr3;HI Mesonet_HIPPNET Universal_v01s286.cr3;HI Mesonet_HIPPNET Universal_v01s287.cr3;HI Mesonet_HIPPNET Universal_v01s288.cr3;HI Mesonet_HIPPNET Universal_v01s288p1.cr3;HI Mesonet_0145_v02p1.CR300;HI Mesonet_0145_v02.CR300;HI Mesonet_0145_v01.CR300;HI Mesonet_NuuanuNet_v02.CR300;HI Mesonet_universal_v02p3.CR1X;HI Mesonet_universal_v02p2.CR1X;HI Mesonet_universal_v02p1.CR1X;HI Mesonet_universal_v02.CR1X;HI Mesonet_universal_v01.2.CR1X;HI Mesonet_universal_v01.1.CR1X;HI Mesonet_universal_v01.CR1X;HI Mesonet_universal_CR3000_v03.CR3;HI Mesonet_universal_CR3000_v02p2.CR3;HI Mesonet_universal_CR3000_v02p1.CR3;HI Mesonet_universal_CR3000_v02.CR3;HI Mesonet_universal_CR3000_v01p0.CR3;HI Mesonet_universal_CR3000_v01.CR3"
"RFint_1_Max","RFint_Max",300,"HI Mesonet_0541_v02p3-0.CR1X;HI Mesonet_0521_v02p2.CR1X;HI Mesonet_0521_v02p1.CR1X;HI Mesonet_0521_v01.2.CR1X;HI Mesonet_0521_v01.1.CR1X;HI Mesonet_universal_v02p3.CR1X;HI Mesonet_universal_v02p2.CR1X;HI Mesonet_universal_v02p1.CR1X;HI Mesonet_universal_v02.CR1X;HI Mesonet_universal_v01.2.CR1X;HI Mesonet_universal_v01.1.CR1X;HI Mesonet_universal_v01.CR1X"
"Tair_1_Min","Tair_1_Min",300,"HI Mesonet_0541_v02p3-0.CR1X;HI Mesonet_0201_v02.CR1X;HI Mesonet_0521_v02p2.CR1X;HI Mesonet_0521_v02p1.CR1X;HI Mesonet_0521_v01.2.CR1X;HI Mesonet_0521_v01.1.CR1X;HI Mesonet_0506_v02p3-0.CR1X;HI Mesonet_0506_v02p3.CR1X;S141_v13.CR3;S141_v13p1.CR3;S141_v13p2.CR3;S141_v13p4.CR3;S151_v12.CR3;S151_v12p1.CR3;S151_v13.CR3;S152_v12p1.CR3;S153_v11.CR3;S153_v12.CR3;S153_v12_p1han.CR3;S119_v12p1.CR3;HI Mesonet_HIPPNET Universal_v01s281.cr3;HI Mesonet_HIPPNET Universal_v01s282.cr3;HI Mesonet_HIPPNET Universal_v01s283.cr3;HI Mesonet_HIPPNET Universal_v01s286.cr3;HI Mesonet_HIPPNET Universal_v01s287.cr3;HI Mesonet_HIPPNET Universal_v01s288.cr3;HI Mesonet_HIPPNET Universal_v01s288p1.cr3;HI Mesonet_0145_v02p1.CR300;HI Mesonet_0145_v02.CR300;HI Mesonet_0145_v01.CR300;HI Mesonet 08August2022 0502-v2.1.CR1X;HI Mesonet 08August2022 0502-v2.CR1X;HI Mesonet 26July2022_502_fixed SHF-2.CR1X;HI Mesonet 04July2022 0502.v03.CR1X;HI Mesonet 29June2022.CR1X;HI Mesonet 30June2022.CR1X;HI Mesonet 30June2022_602.CR1X;HI Mesonet_universal_v02p3.CR1X;HI Mesonet_universal_v02p2.CR1X;HI Mesonet_universal_v02p1.CR1X;HI Mesonet_universal_v02.CR1X;HI Mesonet_universal_v01.2.CR1X;HI Mesonet_universal_v01.1.CR1X;HI Mesonet_universal_v01.CR1X;HI Mesonet_universal_CR3000_v03.CR3;HI Mesonet_universal_CR3000_v02p2.CR3;HI Mesonet_universal_CR3000_v02p1.CR3;HI Mesonet_universal_CR3000_v02.CR3;HI Mesonet_universal_CR3000_v01p0.CR3;HI Mesonet_universal_CR3000_v01.CR3"
"Tair_1_Max","Tair_1_Max",300,"HI Mesonet_0541_v02p3-0.CR1X;HI Mesonet_0201_v02.CR1X;HI Mesonet_0521_v02p2.CR1X;HI Mesonet_0521_v02p1.CR1X;HI Mesonet_0521_v01.2.CR1X;HI Mesonet_0521_v01.1.CR1X;HI Mesonet_0506_v02p3-0.CR1X;HI Mesonet_0506_v02p3.CR1X;S141_v13.CR3;S141_v13p1.CR3;S141_v13p2.CR3;S141_v13p4.CR3;S151_v12.CR3;S151_v12p1.CR3;S151_v13.CR3;S152_v12p1.CR3;S153_v11.CR3;S153_v12.CR3;S153_v12_p1han.CR3;S119_v12p1.CR3;HI Mesonet_HIPPNET Universal_v01s281.cr3;HI Mesonet_HIPPNET Universal_v01s282.cr3;HI Mesonet_HIPPNET Universal_v01s283.cr3;HI Mesonet_HIPPNET Universal_v01s286.cr3;HI Mesonet_HIPPNET Universal_v01s287.cr3;HI Mesonet_HIPPNET Universal_v01s288.cr3;HI Mesonet_HIPPNET Universal_v01s288p1.cr3;HI Mesonet_0145_v02p1.CR300;HI Mesonet_0145_v02.CR300;HI Mesonet_0145_v01.CR300;HI Mesonet 08August2022 0502-v2.1.CR1X;HI Mesonet 08August2022 0502-v2.CR1X;HI Mesonet 26July2022_502_fixed SHF-2.CR1X;HI Mesonet 04July2022 0502.v03.CR1X;HI Mesonet 29June2022.CR1X;HI Mesonet 30June2022.CR1X;HI Mesonet 30June2022_602.CR1X;HI Mesonet_universal_v02p3.CR1X;HI Mesonet_universal_v02p2.CR1X;HI Mesonet_universal_v02p1.CR1X;HI Mesonet_universal_v02.CR1X;HI Mesonet_universal_v01.2.CR1X;HI Mesonet_universal_v01.1.CR1X;HI Mesonet_universal_v01.CR1X;HI Mesonet_universal_CR3000_v03.CR3;HI Mesonet_universal_CR3000_v02p2.CR3;HI Mesonet_universal_CR3000_v02p1.CR3;HI Mesonet_universal_CR3000_v02.CR3;HI Mesonet_universal_CR3000_v01p0.CR3;HI Mesonet_universal_CR3000_v01.CR3"
"Tair_2_Min","Tair_2_Min",300,"HI Mesonet_0541_v02p3-0.CR1X;HI Mesonet_0201_v02.CR1X;HI Mesonet_0521_v02p2.CR1X;HI Mesonet_0521_v02p1.CR1X;HI Mesonet_0521_v01.2.CR1X;HI Mesonet_0521_v01.1.CR1X;HI Mesonet_0506_v02p3-0.CR1X;HI Mesonet_0506_v02p3.CR1X;S141_v13.CR3;S141_v13p1.CR3;S141_v13p2.CR3;S141_v13p4.CR3;S151_v12.CR3;S151_v12p1.CR3;S151_v13.CR3;S152_v12p1.CR3;S153_v11.CR3;S153_v12.CR3;S153_v12_p1han.CR3;S119_v12p1.CR3;HI Mesonet_HIPPNET Universal_v01s281.cr3;HI Mesonet_HIPPNET Universal_v01s282.cr3;HI Mesonet_HIPPNET Universal_v01s283.cr3;HI Mesonet_HIPPNET Universal_v01s286.cr3;HI Mesonet_HIPPNET Universal_v01s287.cr3;HI Mesonet_HIPPNET Universal_v01s288.cr3;HI Mesonet_HIPPNET Universal_v01s288p1.cr3;HI Mesonet 08August2022 0502-v2.1.CR1X;HI Mesonet 08August2022 0502-v2.CR1X;HI Mesonet 26July2022_502_fixed SHF-2.CR1X;HI Mesonet 04July2022 0502.v03.CR1X;HI Mesonet 29June2022.CR1X;HI Mesonet 30June2022.CR1X;HI Mesonet 30June2022_602.CR1X;HI Mesonet_universal_v02p3.CR1X;HI Mesonet_universal_v02p2.CR1X;HI Mesonet_universal_v02p1.CR1X;HI Mesonet_universal_v02.CR1X;HI Mesonet_universal_v01.2.CR1X;HI Mesonet_universal_v01.1.CR1X;HI Mesonet_universal_v01.CR1X;HI Mesonet_universal_CR3000_v03.CR3;HI Mesonet_universal_CR3000_v02p2.CR3;HI Mesonet_universal_CR3000_v02p1.CR3;HI Mesonet_universal_CR3000_v02.CR3;HI Mesonet_universal_CR3000_v01p0.CR3;HI Mesonet_universal_CR3000_v01.CR3"
"Tair_2_Max","Tair_2_Max",300,"HI Mesonet_0541_v02p3-0.CR1X;HI Mesonet_0201_v02.CR1X;HI Mesonet_0521_v02p2.CR1X;HI Mesonet_0521_v02p1.CR1X;HI Mesonet_0521_v01.2.CR1X;HI Mesonet_0521_v01.1.CR1X;HI Mesonet_0506_v02p3-0.CR1X;HI Mesonet_0506_v02p3.CR1X;S141_v13.CR3;S141_v13p1.CR3;S141_v13p2.CR3;S141_v13p4.CR3;S151_v12.CR3;S151_v12p1.CR3;S151_v13.CR3;S152_v12p1.CR3;S153_v11.CR3;S153_v12.CR3;S153_v12_p1han.CR3;S119_v12p1.CR3;HI Mesonet_HIPPNET Universal_v01s281.cr3;HI Mesonet_HIPPNET Universal_v01s282.cr3;HI Mesonet_HIPPNET Universal_v01s283.cr3;HI Mesonet_HIPPNET Universal_v01s286.cr3;HI Mesonet_HIPPNET Universal_v01s287.cr3;HI Mesonet_HIPPNET Universal_v01s288.cr3;HI Mesonet_HIPPNET Universal_v01s288p1.cr3;HI Mesonet 08August2022 0502-v2.1.CR1X;HI Mesonet 08August2022 0502-v2.CR1X;HI Mesonet 26July2022_502_fixed SHF-2.CR1X;HI Mesonet 04July2022 0502.v03.CR1X;HI Mesonet 29June2022.CR1X;HI Mesonet 30June2022.CR1X;HI Mesonet 30June2022_602.CR1X;HI Mesonet_universal_v02p3.CR1X;HI Mesonet_universal_v02p2.CR1X;HI Mesonet_universal_v02p1.CR1X;HI Mesonet_universal_v02.CR1X;HI Mesonet_universal_v01.2.CR1X;HI Mesonet_universal_v01.1.CR1X;HI Mesonet_universal_v01.CR1X;HI Mesonet_universal_CR3000_v03.CR3;HI Mesonet_universal_CR3000_v02p2.CR3;HI Mesonet_universal_CR3000_v02p1.CR3;HI Mesonet_universal_CR3000_v02.CR3;HI Mesonet_universal_CR3000_v01p0.CR3;HI Mesonet_universal_CR3000_v01.CR3"
"RH_1_Min","RH_1_Min",300,"HI Mesonet_0541_v02p3-0.CR1X;HI Mesonet_0201_v02.CR1X;HI Mesonet_0521_v02p2.CR1X;HI Mesonet_0521_v02p1.CR1X;HI Mesonet_0521_v01.2.CR1X;HI Mesonet_0521_v01.1.CR1X;HI Mesonet_0506_v02p3-0.CR1X;HI Mesonet_0506_v02p3.CR1X;S141_v13.CR3;S141_v13p1.CR3;S141_v13p2.CR3;S141_v13p4.CR3;S151_v12.CR3;S151_v12p1.CR3;S151_v13.CR3;S152_v12p1.CR3;S153_v11.CR3;S153_v12.CR3;S153_v12_p1han.CR3;S119_v12p1.CR3;HI Mesonet_HIPPNET Universal_v01s281.cr3;HI Mesonet_HIPPNET Universal_v01s282.cr3;HI Mesonet_HIPPNET Universal_v01s283.cr3;HI Mesonet_HIPPNET Universal_v01s286.cr3;HI Mesonet_HIPPNET Universal_v01s287.cr3;HI Mesonet_HIPPNET Universal_v01s288.cr3;HI Mesonet_HIPPNET Universal_v01s288p1.cr3;HI Mesonet_0145_v02p1.CR300;HI Mesonet_0145_v02.CR300;HI Mesonet_0145_v01.CR300;HI Mesonet 08August2022 0502-v2.1.CR1X;HI Mesonet 08August2022 0502-v2.CR1X;HI Mesonet 26July2022_502_fixed SHF-2.CR1X;HI Mesonet 04July2022 0502.v03.CR1X;HI Mesonet 29June2022.CR1X;HI Mesonet 30June2022.CR1X;HI Mesonet 30June2022_602.CR1X;HI Mesonet_universal_v02p3.CR1X;HI Mesonet_universal_v02p2.CR1X;HI Mesonet_universal_v02p1.CR1X;HI Mesonet_universal_v02.CR1X;HI Mesonet_universal_v01.2.CR1X;HI Mesonet_universal_v01.1.CR1X;HI Mesonet_universal_v01.CR1X;HI Mesonet_universal_CR3000_v03.CR3;HI Mesonet_universal_CR3000_v02p2.CR3;HI Mesonet_universal_CR3000_v02p1.CR3;HI Mesonet_universal_CR3000_v02.CR3;HI Mesonet_universal_CR3000_v01p0.CR3;HI Mesonet_universal_CR3000_v01.CR3"
"RH_1_Max","RH_1_Max",300,"HI Mesonet_0541_v02p3-0.CR1X;HI Mesonet_0201_v02.CR1X;HI Mesonet_0521_v02p2.CR1X;HI Mesonet_0521_v02p1.CR1X;HI Mesonet_0521_v01.2.CR1X;HI Mesonet_0521_v01.1.CR1X;HI Mesonet_0506_v02p3-0.CR1X;HI Mesonet_0506_v02p3.CR1X;S141_v13.CR3;S141_v13p1.CR3;S141_v13p2.CR3;S141_v13p4.CR3;S151_v12.CR3;S151_v12p1.CR3;S151_v13.CR3;S152_v12p1.CR3;S153_v11.CR3;S153_v12.CR3;S153_v12_p1han.CR3;S119_v12p1.CR3;HI Mesonet_HIPPNET Universal_v01s281.cr3;HI Mesonet_HIPPNET Universal_v01s282.cr3;HI Mesonet_HIPPNET Universal_v01s283.cr3;HI Mesonet_HIPPNET Universal_v01s286.cr3;HI Mesonet_HIPPNET Universal_v01s287.cr3;HI Mesonet_HIPPNET Universal_v01s288.cr3;HI Mesonet_HIPPNET Universal_v01s288p1.cr3;HI Mesonet_0145_v02p1.CR300;HI Mesonet_0145_v02.CR300;HI Mesonet_0145_v01.CR300;HI Mesonet 08August2022 0502-v2.1.CR1X;HI Mesonet 08August2022 0502-v2.CR1X;HI Mesonet 26July2022_502_fixed SHF-2.CR1X;HI Mesonet 04July2022 0502.v03.CR1X;HI Mesonet 29June2022.CR1X;HI Mesonet 30June2022.CR1X;HI Mesonet 30June2022_602.CR1X;HI Mesonet_universal_v02p3.CR1X;HI Mesonet_universal_v02p2.CR1X;HI Mesonet_universal_v02p1.CR1X;HI Mesonet_universal_v02.CR1X;HI Mesonet_universal_v01.2.CR1X;HI Mesonet_universal_v01.1.CR1X;HI Mesonet_universal_v01.CR1X;HI Mesonet_universal_CR3000_v03.CR3;HI Mesonet_universal_CR3000_v02p2.CR3;HI Mesonet_universal_CR3000_v02p1.CR3;HI Mesonet_universal_CR3000_v02.CR3;HI Mesonet_universal_CR3000_v01p0.CR3;HI Mesonet_universal_CR3000_v01.CR3"
"RH_2_Min","RH_2_Min",300,"HI Mesonet_0541_v02p3-0.CR1X;HI Mesonet_0201_v02.CR1X;HI Mesonet_0521_v02p2.CR1X;HI Mesonet_0521_v02p1.CR1X;HI Mesonet_0521_v01.2.CR1X;HI Mesonet_0521_v01.1.CR1X;HI Mesonet_0506_v02p3-0.CR1X;HI Mesonet_0506_v02p3.CR1X;S141_v13.CR3;S141_v13p1.CR3;S141_v13p2.CR3;S141_v13p4.CR3;S151_v12.CR3;S151_v12p1.CR3;S151_v13.CR3;S152_v12p1.CR3;S153_v11.CR3;S153_v12.CR3;S153_v12_p1han.CR3;S119_v12p1.CR3;HI Mesonet_HIPPNET Universal_v01s281.cr3;HI Mesonet_HIPPNET Universal_v01s282.cr3;HI Mesonet_HIPPNET Universal_v01s283.cr3;HI Mesonet_HIPPNET Universal_v01s286.cr3;HI Mesonet_HIPPNET Universal_v01s287.cr3;HI Mesonet_HIPPNET Universal_v01s288.cr3;HI Mesonet_HIPPNET Universal_v01s288p1.cr3;HI Mesonet 08August2022 0502-v2.1.CR1X;HI Mesonet 08August2022 0502-v2.CR1X;HI Mesonet 26July2022_502_fixed SHF-2.CR1X;HI Mesonet 04July2022 0502.v03.CR1X;HI Mesonet 29June2022.CR1X;HI Mesonet 30June2022.CR1X;HI Mesonet 30June2022_602.CR1X;HI Mesonet_universal_v02p3.CR1X;HI Mesonet_universal_v02p2.CR1X;HI Mesonet_universal_v02p1.CR1X;HI Mesonet_universal_v02.CR1X;HI Mesonet_universal_v01.2.CR1X;HI Mesonet_universal_v01.1.CR1X;HI Mesonet_universal_v01.CR1X;HI Mesonet_universal_CR3000_v03.CR3;HI Mesonet_universal_CR3000_v02p2.CR3;HI Mesonet_universal_CR3000_v02p1.CR3;HI Mesonet_universal_CR3000_v02.CR3;HI Mesonet_universal_CR3000_v01p0.CR3;HI Mesonet_universal_CR3000_v01.CR3"
"RH_2_Max","RH_2_Max",300,"HI Mesonet_0541_v02p3-0.CR1X;HI Mesonet_0201_v02.CR1X;HI Mesonet_0521_v02p2.CR1X;HI Mesonet_0521_v02p1.CR1X;HI Mesonet_0521_v01.2.CR1X;HI Mesonet_0521_v01.1.CR1X;HI Mesonet_0506_v02p3-0.CR1X;HI Mesonet_0506_v02p3.CR1X;S141_v13.CR3;S141_v13p1.CR3;S141_v13p2.CR3;S141_v13p4.CR3;S151_v12.CR3;S151_v12p1.CR3;S151_v13.CR3;S152_v12p1.CR3;S153_v11.CR3;S153_v12.CR3;S153_v12_p1han.CR3;S119_v12p1.CR3;HI Mesonet_HIPPNET Universal_v01s281.cr3;HI Mesonet_HIPPNET Universal_v01s282.cr3;HI Mesonet_HIPPNET Universal_v01s283.cr3;HI Mesonet_HIPPNET Universal_v01s286.cr3;HI Mesonet_HIPPNET Universal_v01s287.cr3;HI Mesonet_HIPPNET Universal_v01s288.cr3;HI Mesonet_HIPPNET Universal_v01s288p1.cr3;HI Mesonet 08August2022 0502-v2.1.CR1X;HI Mesonet 08August2022 0502-v2.CR1X;HI Mesonet 26July2022_502_fixed SHF-2.CR1X;HI Mesonet 04July2022 0502.v03.CR1X;HI Mesonet 29June2022.CR1X;HI Mesonet 30June2022.CR1X;HI Mesonet 30June2022_602.CR1X;HI Mesonet_universal_v02p3.CR1X;HI Mesonet_universal_v02p2.CR1X;HI Mesonet_universal_v02p1.CR1X;HI Mesonet_universal_v02.CR1X;HI Mesonet_universal_v01.2.CR1X;HI Mesonet_universal_v01.1.CR1X;HI Mesonet_universal_v01.CR1X;HI Mesonet_universal_CR3000_v03.CR3;HI Mesonet_universal_CR3000_v02p2.CR3;HI Mesonet_universal_CR3000_v02p1.CR3;HI Mesonet_universal_CR3000_v02.CR3;HI Mesonet_universal_CR3000_v01p0.CR3;HI Mesonet_universal_CR3000_v01.CR3"
"Tsoil_1_Min","Tsoil_1_Min",300,"HI Mesonet_0541_v02p3-0.CR1X;HI Mesonet_0201_v02.CR1X;HI Mesonet_0521_v02p2.CR1X;HI Mesonet_0521_v02p1.CR1X;HI Mesonet_HIPPNET Universal_v01s281.cr3;HI Mesonet_HIPPNET Universal_v01s282.cr3;HI Mesonet_HIPPNET Universal_v01s283.cr3;HI Mesonet_HIPPNET Universal_v01s286.cr3;HI Mesonet_HIPPNET Universal_v01s287.cr3;HI Mesonet_HIPPNET Universal_v01s288.cr3;HI Mesonet_HIPPNET Universal_v01s288p1.cr3;HI Mesonet_NuuanuNet_v02.CR300;HI Mesonet_universal_v02p3.CR1X;HI Mesonet_universal_v02p2.CR1X;HI Mesonet_universal_v02p1.CR1X;HI Mesonet_universal_v02.CR1X;HI Mesonet_universal_CR3000_v02.CR3"
"Tsoil_1_Max","Tsoil_1_Max",300,"HI Mesonet_0541_v02p3-0.CR1X;HI Mesonet_0201_v02.CR1X;HI Mesonet_0521_v02p2.CR1X;HI Mesonet_0521_v02p1.CR1X;HI Mesonet_HIPPNET Universal_v01s281.cr3;HI Mesonet_HIPPNET Universal_v01s282.cr3;HI Mesonet_HIPPNET Universal_v01s283.cr3;HI Mesonet_HIPPNET Universal_v01s286.cr3;HI Mesonet_HIPPNET Universal_v01s287.cr3;HI Mesonet_HIPPNET Universal_v01s288.cr3;HI Mesonet_HIPPNET Universal_v01s288p1.cr3;HI Mesonet_NuuanuNet_v02.CR300;HI Mesonet_universal_v02p3.CR1X;HI Mesonet_universal_v02p2.CR1X;HI Mesonet_universal_v02p1.CR1X;HI Mesonet_universal_v02.CR1X;HI Mesonet_universal_CR3000_v02.CR3"
"WG_1_Max","WG_Max",300,"HI Mesonet_0541_v02p3-0.CR1X;HI Mesonet_0201_v02.CR1X;HI Mesonet_0521_v02p2.CR1X;HI Mesonet_0521_v02p1.CR1X;HI Mesonet_0521_v01.2.CR1X;HI Mesonet_0521_v01.1.CR1X;S141_v13.CR3;S141_v13p1.CR3;S141_v13p2.CR3;S141_v13p4.CR3;S151_v13.CR3;HI Mesonet_HIPPNET Universal_v01s281.cr3;HI Mesonet_HIPPNET Universal_v01s282.cr3;HI Mesonet_HIPPNET Universal_v01s283.cr3;HI Mesonet_HIPPNET Universal_v01s286.cr3;HI Mesonet_HIPPNET Universal_v01s287.cr3;HI Mesonet_HIPPNET Universal_v01s288.cr3;HI Mesonet_HIPPNET Universal_v01s288p1.cr3;HI Mesonet_universal_v02p3.CR1X;HI Mesonet_universal_v02p2.CR1X;HI Mesonet_universal_v02p1.CR1X;HI Mesonet_universal_v02.CR1X;HI Mesonet_universal_v01.2.CR1X;HI Mesonet_universal_v01.1.CR1X;HI Mesonet_universal_v01.CR1X;HI Mesonet_universal_CR3000_v03.CR3;HI Mesonet_universal_CR3000_v02p2.CR3;HI Mesonet_universal_CR3000_v02p1.CR3;HI Mesonet_universal_CR3000_v02.CR3;HI Mesonet_universal_CR3000_v01p0.CR3;HI Mesonet_universal_CR3000_v01.CR3"
