alias_name,standard_name
Rain_1min,RFmin_1
Rainfall,RFmin_1
RFmin,RFmin_1
RFmin_1,RFmin_1
RFmin_2,RFmin_2
RGtipmin,RGtipmin_1
RGtipmin_1,RGtipmin_1
RGtipmin_2,RGtipmin_2
